week_number,emailer_for_promotion,homepage_featured,num_orders,op_area,Meat,Other,Seafood,Vegetarian,beverage,dessert,main,side,starter,city_id,meal_id,base_price_normed,checkout_price_normed,price_diff,month_num,quarter_num,year_num,num_orders_last_year,num_orders_last_week,num_orders_rolling_4_weeks,num_orders_rolling_16_weeks,num_orders_last_year_rolling_4_weeks,num_orders_last_year_rolling_16_weeks
145,0,1,339,3.7,1,0,0,0,0,0,1,0,0,70,24,-0.694160491338449,-1.1407121649188494,0.4465516735804004,10,4,3,270.0,419.0,695.75,828.9375,115.25,107.3125
145,0,0,229,3.7,1,0,0,0,0,0,1,0,0,70,29,-0.21742379173902512,-0.21742379173902512,0.0,10,4,3,366.0,216.0,726.0,843.3125,104.75,474.5
145,0,0,161,3.7,1,0,0,0,0,0,1,0,0,70,28,-0.21742379173902512,-0.2049763583291185,-0.012447433409906616,10,4,3,202.0,176.0,689.0,828.1875,138.5,103.0625
145,0,0,67,3.7,0,1,0,0,0,0,0,0,1,70,13,0.21139028923225817,0.21139028923225817,0.0,10,4,3,42.0,40.0,834.0,848.4375,20.25,26.5
145,0,0,108,3.7,1,0,0,0,0,0,1,0,0,70,17,0.8088670929077765,0.8213145263176831,-0.012447433409906616,10,4,3,108.0,69.0,881.0,855.0625,50.75,49.875
145,0,0,80,3.7,0,1,0,0,0,1,0,0,0,70,15,0.8088670929077765,0.8213145263176831,-0.012447433409906616,10,4,3,95.0,53.0,975.25,872.6875,186.0,213.875
145,0,0,528,3.7,1,0,0,0,0,0,1,0,0,70,41,-0.2896811426835332,-0.736419527765082,0.44673838508154884,10,4,3,621.0,933.0,965.0,861.6875,112.0,103.25
145,0,0,513,3.7,0,1,0,0,0,1,0,0,0,70,39,-0.28345742597857987,-0.7003842080434024,0.41692678206482253,10,4,3,323.0,190.0,806.75,848.3125,146.0,159.125
145,0,0,270,3.7,1,0,0,0,0,0,1,0,0,70,40,-0.38608651444326014,-0.39853394785316676,0.012447433409906616,10,4,3,1282.0,366.0,648.25,814.5625,122.25,106.625
145,0,0,905,5.3,0,0,0,1,0,0,1,0,0,49,50,-1.334083042941749,-1.3278593262367955,-0.006223716704953475,10,4,3,744.0,553.0,526.5,796.6875,142.25,112.5
145,0,0,271,5.3,1,0,0,0,0,0,1,0,0,49,48,-1.3701183626634288,-1.3701183626634288,0.0,10,4,3,944.0,487.0,530.0,782.4375,155.5,120.0625
145,0,0,312,5.3,1,0,0,0,0,0,1,0,0,49,37,-1.3642680689607725,-1.3642680689607725,0.0,10,4,3,269.0,324.0,546.75,742.0,189.5,128.625
145,0,0,26,5.3,0,0,0,1,0,0,0,0,1,49,8,-0.38608651444326014,-0.39853394785316676,0.012447433409906616,10,4,3,68.0,40.0,631.5,714.125,422.75,315.75
145,0,0,96,5.3,0,0,1,0,0,0,1,0,0,49,23,-1.2795632846063578,-1.2920107180162645,0.012447433409906727,10,4,3,69.0,95.0,713.0,735.1875,172.5,137.0
145,0,0,67,5.3,1,0,0,0,0,0,0,0,1,49,18,-1.2797499961075065,-1.2735262794025533,-0.006223716704953253,10,4,3,203.0,42.0,739.75,730.9375,44.25,37.125
145,1,0,352,5.3,1,0,0,0,0,0,1,0,0,49,38,-1.249564970088483,-1.2135296503668032,-0.03603531972167984,10,4,3,379.0,379.0,881.0,767.125,330.25,331.625
145,1,0,540,5.3,0,0,0,1,0,0,0,0,1,49,42,-1.2316406659782175,-1.2256036607744127,-0.0060370052038047906,10,4,3,593.0,582.0,881.0,760.4375,81.75,123.5625
145,0,0,501,5.3,0,0,0,1,0,0,0,0,1,49,46,-0.7845288578943712,-0.959602008804708,0.17507315091033682,10,4,3,622.0,298.0,725.75,735.125,50.5,130.125
145,0,0,244,5.3,0,0,0,1,0,0,0,0,1,49,31,0.07253916954475004,0.07876288624970335,-0.006223716704953308,10,4,3,189.0,149.0,675.5,727.5625,283.75,172.625
145,0,0,244,5.3,1,0,0,0,0,0,1,0,0,49,32,0.060278447635991834,0.07272588104589847,-0.012447433409906637,10,4,3,203.0,217.0,669.0,725.875,318.0,181.125
145,0,0,149,5.3,0,0,1,0,0,0,1,0,0,49,34,0.07253916954475004,0.07253916954475004,0.0,10,4,3,108.0,121.0,790.25,737.75,348.25,187.0
145,0,0,190,5.3,0,0,0,1,0,0,0,0,1,49,51,-0.3440141895177754,-0.3502379062227287,0.006223716704953308,10,4,3,1067.0,512.0,911.75,719.25,213.75,182.8125
145,0,0,257,5.3,1,0,0,0,0,0,1,0,0,49,43,0.5736106014605414,0.5673868847555881,0.006223716704953364,10,4,3,366.0,229.0,965.5,727.6875,149.0,181.875
145,0,0,487,5.3,0,0,1,0,0,0,1,0,0,49,47,-0.3259031739063615,-0.3321268906113148,0.006223716704953308,10,4,3,285.0,528.0,803.75,725.125,122.0,182.8125
145,0,0,109,5.3,0,0,0,1,0,0,0,1,0,49,10,1.4187913299932013,1.4187913299932013,0.0,10,4,3,54.0,94.0,638.75,735.375,91.5,193.9375
145,0,0,68,5.3,0,1,0,0,1,0,0,0,0,49,6,1.412567613288248,1.412567613288248,0.0,10,4,3,26.0,67.0,557.5,727.0,112.25,175.3125
145,0,0,95,5.3,0,1,0,0,1,0,0,0,0,49,1,1.4187913299932013,1.4187913299932013,0.0,10,4,3,67.0,42.0,496.75,719.375,24.25,191.625
145,0,0,26,5.3,1,0,0,0,0,0,1,0,0,49,20,-0.21120007503407182,-0.2049763583291185,-0.006223716704953308,10,4,3,54.0,40.0,527.0,720.1875,54.5,36.6875
145,0,0,121,5.3,0,1,0,0,0,0,0,0,1,49,33,-0.21120007503407182,-0.21742379173902512,0.006223716704953308,10,4,3,351.0,163.0,401.75,677.9375,216.25,189.625
145,0,0,134,5.3,0,0,0,1,0,0,0,0,1,49,27,-0.21742379173902512,-0.2049763583291185,-0.012447433409906616,10,4,3,339.0,148.0,0.0,0.0,225.75,188.625
145,1,0,42,5.3,0,0,0,1,0,0,0,1,0,49,11,-0.10234726986443828,-0.694160491338449,0.5918132214740107,10,4,3,40.0,28.0,0.0,0.0,0.0,0.0
145,0,1,26,5.3,0,1,0,0,0,0,0,0,1,49,12,0.36835242453118094,0.36835242453118094,0.0,10,4,3,41.0,122.0,0.0,0.0,196.5,142.875
145,0,0,82,5.3,1,0,0,0,0,0,1,0,0,49,14,0.9662026512089964,0.5070168327175406,0.4591858184914558,10,4,3,55.0,27.0,168.75,0.0,111.75,127.75
145,0,0,405,5.3,0,0,1,0,0,0,0,0,1,49,44,-0.17516475531239198,-0.16271732190248536,-0.012447433409906616,10,4,3,458.0,244.0,159.0,0.0,224.0,175.0625
145,0,0,485,5.3,1,0,0,0,0,0,1,0,0,49,49,-0.15083002299602472,-0.1446063062910714,-0.006223716704953308,10,4,3,404.0,501.0,165.75,0.0,244.25,182.8125
145,0,0,377,5.3,0,0,0,1,0,0,1,0,0,49,45,-0.15064331149487595,-0.15686702819982926,0.006223716704953308,10,4,3,1619.0,204.0,97.75,0.0,237.0,187.8125
145,0,0,42,5.3,0,0,0,1,0,0,0,1,0,49,3,0.5673868847555881,0.5736106014605414,-0.006223716704953364,10,4,3,26.0,42.0,121.5,0.0,74.25,0.0
145,0,0,28,5.3,0,1,0,0,0,0,0,0,1,49,4,0.5673868847555881,0.5798343181654947,-0.012447433409906616,10,4,3,94.0,67.0,117.75,0.0,134.75,116.875
145,0,0,26,5.3,0,0,0,1,0,0,1,0,0,49,2,0.8213145263176831,0.8213145263176831,0.0,10,4,3,15.0,15.0,97.25,0.0,33.5,37.375
145,0,0,148,5.3,0,0,0,1,0,0,0,0,1,49,30,1.2012724311550833,1.2012724311550833,0.0,10,4,3,80.0,256.0,104.0,0.0,77.75,0.0
145,0,0,189,5.3,0,0,0,1,0,0,0,1,0,49,35,1.2074961478600368,1.2012724311550833,0.006223716704953475,10,4,3,769.0,229.0,120.75,0.0,358.25,243.5625
145,0,0,123,5.3,0,1,0,0,0,1,0,0,0,49,36,1.21371986456499,1.2012724311550833,0.012447433409906727,10,4,3,824.0,136.0,107.75,0.0,426.0,258.75
145,0,0,53,5.3,0,1,0,0,1,0,0,0,0,49,22,2.3181183938589554,2.324342110563909,-0.006223716704953475,10,4,3,203.0,135.0,124.5,0.0,280.25,315.9375
145,0,0,108,5.3,0,1,0,0,1,0,0,0,0,49,19,2.330565827268862,2.324342110563909,0.006223716704953031,10,4,3,15.0,94.0,145.25,0.0,27.25,0.0
145,0,0,53,5.3,0,1,0,0,1,0,0,0,0,49,16,2.324342110563909,2.3181183938589554,0.006223716704953475,10,4,3,283.0,68.0,122.0,133.25,260.0,323.5625
145,0,1,135,5.3,1,0,0,0,0,0,1,0,0,49,24,-0.579644103967308,-1.06864152547549,0.48899742150818193,10,4,3,80.0,149.0,125.25,127.4375,64.25,0.0
145,0,0,28,5.3,1,0,0,0,0,0,1,0,0,49,29,-0.21120007503407182,-0.2049763583291185,-0.006223716704953308,10,4,3,69.0,68.0,115.25,125.6875,337.75,296.75
145,0,0,216,5.3,1,0,0,0,0,0,1,0,0,49,28,-0.21120007503407182,-0.21120007503407182,0.0,10,4,3,204.0,297.0,101.75,112.1875,71.25,0.0
145,0,0,42,5.3,0,1,0,0,0,0,0,0,1,49,13,0.6277569367936352,0.6402043702035418,-0.012447433409906616,10,4,3,81.0,26.0,125.0,122.3125,88.25,176.375
145,0,0,82,5.3,1,0,0,0,0,0,1,0,0,49,17,0.8030167992051204,0.8030167992051204,0.0,10,4,3,40.0,96.0,131.75,120.625,43.5,38.125
145,0,0,94,5.3,0,1,0,0,0,1,0,0,0,49,15,0.8092405159100736,0.796793082500167,0.012447433409906616,10,4,3,27.0,15.0,128.75,116.4375,27.25,26.5
145,0,0,620,5.3,1,0,0,0,0,0,1,0,0,49,41,-0.1929023479215091,-0.7483068266715428,0.5554044787500337,10,4,3,716.0,1661.0,135.5,121.625,402.25,331.125
145,0,1,1000,5.3,0,1,0,0,0,1,0,0,0,49,39,-0.1929023479215091,-0.6943472028395976,0.5014448549180885,10,4,3,311.0,1322.0,102.0,117.4375,58.0,69.375
145,0,0,284,5.3,1,0,0,0,0,0,1,0,0,49,40,-0.39853394785316676,-0.38608651444326014,-0.012447433409906616,10,4,3,648.0,122.0,159.5,131.0625,37.75,70.1875
145,0,0,324,3.8,0,0,0,1,0,0,1,0,0,36,50,-1.4668971574254526,-1.4668971574254526,0.0,10,4,3,256.0,432.0,186.5,138.75,54.5,77.875
145,0,0,310,3.8,1,0,0,0,0,0,1,0,0,36,48,-1.4670838689266013,-1.4546364355166947,-0.012447433409906505,10,4,3,378.0,405.0,179.75,140.5625,43.0,45.5
145,0,0,96,3.8,1,0,0,0,0,0,1,0,0,36,37,-1.4610468637227965,-1.44859943031289,-0.012447433409906505,10,4,3,69.0,177.0,176.75,131.4375,49.75,46.375
145,0,0,94,3.8,0,0,0,1,0,0,0,0,1,36,8,-0.41023453525847897,-0.4164582519634323,0.006223716704953308,10,4,3,53.0,82.0,98.75,128.8125,273.75,316.8125
145,0,0,96,3.8,0,0,1,0,0,0,1,0,0,36,23,-1.2493782585873343,-1.261825691997241,0.012447433409906727,10,4,3,54.0,148.0,88.5,129.75,50.5,50.5625
145,0,0,13,3.8,1,0,0,0,0,0,0,0,1,36,18,-1.237304248179725,-1.237304248179725,0.0,10,4,3,69.0,14.0,81.75,124.6875,310.75,356.3125
145,1,0,244,3.8,1,0,0,0,0,0,1,0,0,36,38,-1.2374909596808736,-1.2316406659782175,-0.005850293702656106,10,4,3,175.0,323.0,88.0,122.9375,245.75,253.375
145,1,0,338,3.8,0,0,0,1,0,0,0,0,1,36,42,-1.237677671182022,-1.2314539544770688,-0.006223716704953253,10,4,3,377.0,258.0,108.5,124.625,61.5,72.125
145,0,0,364,3.8,0,0,0,1,0,0,0,0,1,36,46,-0.941864416195591,-0.9356406994906378,-0.006223716704953253,10,4,3,242.0,310.0,88.25,123.0,78.5,75.5
145,0,0,108,3.8,0,0,0,1,0,0,0,0,1,36,31,0.08442646845121067,0.0968739018611173,-0.01244743340990663,10,4,3,149.0,135.0,121.75,129.6875,273.25,367.125
145,0,0,107,3.8,1,0,0,0,0,0,1,0,0,36,32,0.0968739018611173,0.0968739018611173,0.0,10,4,3,123.0,163.0,351.5,179.5625,74.75,65.4375
145,0,0,121,3.8,0,0,1,0,0,0,1,0,0,36,34,0.018019411209358696,0.030466844619265326,-0.01244743340990663,10,4,3,94.0,136.0,459.5,206.5625,54.0,59.5625
145,0,0,338,3.8,0,0,0,1,0,0,0,0,1,36,51,-0.5732336757612063,-0.5732336757612063,0.0,10,4,3,797.0,716.0,608.0,242.8125,249.75,243.875
145,0,0,244,3.8,1,0,0,0,0,0,1,0,0,36,43,0.428722476569228,0.4349461932741813,-0.006223716704953308,10,4,3,256.0,229.0,672.25,263.875,57.75,61.9375
145,0,0,378,3.8,0,0,1,0,0,0,1,0,0,36,47,-0.3317534676090176,-0.3442009010189242,0.012447433409906616,10,4,3,269.0,418.0,446.0,265.5625,84.5,72.0625
145,0,0,134,3.8,0,0,0,1,0,0,0,1,0,36,10,1.412567613288248,1.4187913299932013,-0.006223716704953253,10,4,3,67.0,136.0,358.0,256.1875,95.0,73.875
145,0,0,40,3.8,0,1,0,0,1,0,0,0,0,36,6,1.412567613288248,1.4187913299932013,-0.006223716704953253,10,4,3,55.0,55.0,239.75,256.125,28.0,29.375
145,0,0,135,3.8,0,1,0,0,1,0,0,0,0,36,1,1.4187913299932013,1.4187913299932013,0.0,10,4,3,42.0,163.0,145.25,255.25,71.25,60.25
145,0,0,41,3.8,1,0,0,0,0,0,1,0,0,36,20,-0.2049763583291185,-0.21742379173902512,0.012447433409906616,10,4,3,108.0,27.0,276.75,290.5625,53.75,59.0625
145,0,0,82,3.8,0,1,0,0,0,0,0,0,1,36,33,-0.2049763583291185,-0.21120007503407182,0.006223716704953308,10,4,3,217.0,215.0,338.0,316.0,26.5,59.25
